ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Updated At,Seconds to Label,External ID,Agreement,Benchmark Agreement,Benchmark ID,Benchmark Reference ID,Dataset Name,Reviews,View Label,Has Open Issues
ckm9kjy6q00ga3a68qvcqparr,ckm90prv01zdw0rerahhe9rkt,"@kaylee110 *yawns* i'm pretty good, thanks, awww  i'm sorry to hear that! feel better soon &lt;3","{""objects"":[],""classifications"":[{""featureId"":""ckm9kjxa900g93a68re3er8en"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9kjxa900g83a68ixcn9636"",""schemaId"":""ckm91m8fp0s4s0z9yhtj0b2y4"",""title"":""Positive"",""value"":""positive""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615751212000,1615751271000,4.379,1468275443,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9kjy6q00ga3a68qvcqparr,0
ckm9kk4ib00gd3a683sxyip5m,ckm90pruc1xaw0rerg60e1y2a,@ditty003 I'm looking at mine And I can't even get to it... School work sucks...atleast when u get home that's it  LOL,"{""objects"":[],""classifications"":[{""featureId"":""ckm9kk2li00gc3a68pwsnhkij"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9kk2li00gb3a68picqs4wc"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615751220000,1615751271000,7.137,1468122943,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9kk4ib00gd3a683sxyip5m,0
ckm9kk8n400gg3a68wkxbuh4h,ckm90prtp1v140rer0ck5er2v,@ginayates Sorry to hear about Maggie.    Thoughts to your mum.,"{""objects"":[],""classifications"":[{""featureId"":""ckm9kk7ku00gf3a681x51cyp5"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9kk7ku00ge3a68gtuupbx2"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615751226000,1615751271000,4.643,1467950588,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9kk8n400gg3a68wkxbuh4h,0
ckm9kkbz000gj3a6847sdmx9z,ckm90prv11zhg0rerd2wd7sr8,just getting home...its snowing ,"{""objects"":[],""classifications"":[{""featureId"":""ckm9kkb2l00gi3a68i3l5jitv"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9kkb2l00gh3a685qg07rli"",""schemaId"":""ckm91m8fq0s4t0z9ycjmq41lx"",""title"":""Neutral"",""value"":""neutral""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615751230000,1615751271164,3.49,1468280426,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9kkbz000gj3a6847sdmx9z,0
ckm9kkizw00gm3a68e19ltivj,ckm90prud1xeg0rer6c3g50lw,"@LFTA So ur just gonna delete me like that...Y do I feel like &quot;Tom Cruise&quot; on Jerry Maguire when he got fired right now, yo.  LOL!","{""objects"":[],""classifications"":[{""featureId"":""ckm9kki0400gl3a68n5xq4z74"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9kki0400gk3a68ttaw9gkx"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615751239000,1615751271238,8.472,1468129797,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9kkizw00gm3a68e19ltivj,0
ckm9kks3z00gp3a68w69durvj,ckm90prtq1v4o0rer1f9e6rzi,"@heidimontag I  dvr'd it and went to watch it, apparently the dish network went down SO I MISSED IT    I will have to catch a rerun!","{""objects"":[],""classifications"":[{""featureId"":""ckm9kkq4200go3a68o6uwjeb0"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9kkq4200gn3a68d6bqs0vx"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615751251000,1615751272000,11.12,1467960388,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9kks3z00gp3a68w69durvj,0
ckm9kmepl00gs3a68kf4bpmf4,ckm90prue1xi00rera2h92dlg,"@nicolerichie: Haha. Yeah, they were that band from MMC! I used to have a CD, but I lost it. ","{""objects"":[],""classifications"":[{""featureId"":""ckm9kmbcz00gr3a68wjztbnks"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9kmbcz00gq3a682ske7jl4"",""schemaId"":""ckm91m8fq0s4t0z9ycjmq41lx"",""title"":""Neutral"",""value"":""neutral""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615751327000,1615751410128,35.027,1468134871,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9kmepl00gs3a68kf4bpmf4,0
ckm9kmk7u00gv3a68owtjcdkd,ckm90prtr1v880rer2oeu8fc4,"Maybe one of these years I'll get a tax return.  A girl can dream, right?","{""objects"":[],""classifications"":[{""featureId"":""ckm9kmibh00gu3a683azomlfd"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9kmq7g00gw3a68r5suz8s0"",""schemaId"":""ckm91m8fp0s4s0z9yhtj0b2y4"",""title"":""Positive"",""value"":""positive""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615751336000,1615751411000,9.662,1467967410,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9kmk7u00gv3a68owtjcdkd,0
ckm9kn07z00gz3a68ww39i2tj,ckm90pruf1xlk0rer49l45aj4,@zaibatsu ME...I'm up.  ,"{""objects"":[],""classifications"":[{""featureId"":""ckm9kmzbo00gy3a68xu5fycp4"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9kmzbo00gx3a68vqw7l1n1"",""schemaId"":""ckm91m8fq0s4t0z9ycjmq41lx"",""title"":""Neutral"",""value"":""neutral""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615751355000,1615751412000,7.0489999999999995,1468141233,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9kn07z00gz3a68ww39i2tj,0
ckm9l12vq00h23a68rk51u26j,ckm90prts1vbs0rerczpi6riv,"@Honey3223 I did get some disgruntled people when I wrote my ESN, but the 1000 hits in one day made up for it. Bill pulls in 250 tops ","{""objects"":[],""classifications"":[{""featureId"":""ckm9l11r000h13a68qv08dwpt"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l11r000h03a682ws7di8l"",""schemaId"":""ckm91m8fp0s4s0z9yhtj0b2y4"",""title"":""Positive"",""value"":""positive""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752011000,1615752119000,31.472,1467978846,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l12vq00h23a68rk51u26j,0
ckm9l18mx00h63a68ldqtgxgb,ckm90prug1xp40rer0lofe0ff,why luke worral doesnt have twitter? ,"{""objects"":[],""classifications"":[{""featureId"":""ckm9l15ph00h43a68hnialvus"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l16zt00h53a68badwx2dv"",""schemaId"":""ckm91m8fq0s4t0z9ycjmq41lx"",""title"":""Neutral"",""value"":""neutral""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752019000,1615752119038,6.880000000000001,1468147690,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l18mx00h63a68ldqtgxgb,0
ckm9l22ro00023a68071ao8be,ckm90prtt1vfc0rerdsemg3d2,"I am home missing my baby  Busy week ahead Fri is a chill day with my guy and kids, Egg hunt Sat, Spiral and DMB Sat night and Easter!","{""objects"":[],""classifications"":[{""featureId"":""ckm9l21yt00013a68xy5pvs51"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l21yt00003a685ofvb7f2"",""schemaId"":""ckm91m8fp0s4s0z9yhtj0b2y4"",""title"":""Positive"",""value"":""positive""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752058000,1615752121000,10.046,1467982795,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l22ro00023a68071ao8be,0
ckm9l2dgx00063a68b36xfj6p,ckm90prtu1viw0rerfwj79t3e,"@tim_grainger nah, I haven't received my stimulus yet ","{""objects"":[],""classifications"":[{""featureId"":""ckm9l2bbr00043a686714qxs7"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l2bbq00033a6802ryy5uu"",""schemaId"":""ckm91m8fp0s4s0z9yhtj0b2y4"",""title"":""Positive"",""value"":""positive""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752073000,1615752121386,13.157,1467988366,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l2dgx00063a68b36xfj6p,0
ckm9l2ja700093a68my100lak,ckm90prtv1vmg0rerfqmm8j5q,im on val's mac in iitsc clubroom. still sweating ,"{""objects"":[],""classifications"":[{""featureId"":""ckm9l2hy400083a687txb6gax"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l2hy400073a68jaqcpx9u"",""schemaId"":""ckm91m8fq0s4t0z9ycjmq41lx"",""title"":""Neutral"",""value"":""neutral""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752079000,1615752122000,5.761,1467996633,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l2ja700093a68my100lak,0
ckm9l2pf0000c3a68ws36s0hv,ckm90prrt1tco0rerf6944lzx,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?","{""objects"":[],""classifications"":[{""featureId"":""ckm9l2mwz000b3a68i3ni84dm"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l2mwz000a3a68w9emsi57"",""schemaId"":""ckm91m8fp0s4s0z9yhtj0b2y4"",""title"":""Positive"",""value"":""positive""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752087000,1615752122089,7.202,1467811594,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l2pf0000c3a68ws36s0hv,0
ckm9l2wnp000g3a68ch23q8s0,ckm90pruh1xt00rer7mfm2tdr,Just did 5km on the tready and want to die... I'm not built for running... ,"{""objects"":[],""classifications"":[{""featureId"":""ckm9l2t8y000e3a68rdnddtvd"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l2vph000f3a68tx5kosyr"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752097000,1615752123000,8.773,1468157999,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l2wnp000g3a68ch23q8s0,0
ckm9l311z000j3a68daflxdu0,ckm90prtw1vq00rerafofany0,Yawwwn! Gotta get up early tomorrow  who's ready for the weekend???,"{""objects"":[],""classifications"":[{""featureId"":""ckm9l2zps000i3a68wz68ors6"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l2zps000h3a68ji7voi0o"",""schemaId"":""ckm91m8fp0s4s0z9yhtj0b2y4"",""title"":""Positive"",""value"":""positive""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752102000,1615752123000,4.978,1468002948,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l311z000j3a68daflxdu0,0
ckm9l3c5m000m3a686e2g8apk,ckm90prru1tg80rer99nv7qnf,Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend ,"{""objects"":[],""classifications"":[{""featureId"":""ckm9l35lp000l3a68rcxmljoc"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l35lo000k3a682ap8cwy2"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752117000,1615752123296,13.803,1467818007,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l3c5m000m3a686e2g8apk,0
ckm9l3jmv000p3a68d30knf9e,ckm90prul1xwk0rerezws9nia,@idolette @marissatastic - I'm so sad about the House episode tonight  but bigger &amp; better things (damn that Taub LOL),"{""objects"":[],""classifications"":[{""featureId"":""ckm9l3gmk000o3a68yzz93oax"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l3gmk000n3a689cozlemn"",""schemaId"":""ckm91m8fp0s4s0z9yhtj0b2y4"",""title"":""Positive"",""value"":""positive""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752126000,1615752230284,8.765,1468162510,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l3jmv000p3a68d30knf9e,0
ckm9l3pe8000s3a6861hh8ry6,ckm90prtw1vtk0rerfqn7corh,getting ready to clean the house from top to bottom ,"{""objects"":[],""classifications"":[{""featureId"":""ckm9l3nsq000r3a68nfnazanv"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l3nsq000q3a68v0b66nbw"",""schemaId"":""ckm91m8fp0s4s0z9yhtj0b2y4"",""title"":""Positive"",""value"":""positive""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752134000,1615752231000,6.786,1468011315,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l3pe8000s3a6861hh8ry6,0
ckm9l3t6l000v3a68tyxgqzqq,ckm90prrv1tjs0rergufrc2l3,@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!,"{""objects"":[],""classifications"":[{""featureId"":""ckm9l3sfu000u3a68tldy3g4w"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l3sfu000t3a68qmobn5br"",""schemaId"":""ckm91m8fp0s4s0z9yhtj0b2y4"",""title"":""Positive"",""value"":""positive""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752139000,1615752231020,0,1467825642,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l3t6l000v3a68tyxgqzqq,0
ckm9l3xnz000y3a68wp81u8iw,ckm90prum1y040rerat0t9zft,or should i say my brain needs to optimise my neural search pathways to find my muscles again ,"{""objects"":[],""classifications"":[{""featureId"":""ckm9l3wmi000x3a68lupu302a"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l3wmi000w3a689mu8j7o8"",""schemaId"":""ckm91m8fq0s4t0z9ycjmq41lx"",""title"":""Neutral"",""value"":""neutral""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752144000,1615752231370,5.274,1468170137,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l3xnz000y3a68wp81u8iw,0
ckm9l41fd00113a68k37y79hi,ckm90prtx1vx40reref4qf4eu,Can't sleep  I hate these nights when I try to go to bed early and stay awake for hours. Poo!,"{""objects"":[],""classifications"":[{""featureId"":""ckm9l40ek00103a681bzjk487"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l40ek000z3a68oooufi0j"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752149000,1615752231409,4.352,1468019369,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l41fd00113a68k37y79hi,0
ckm9l48u700143a68q8mau8x9,ckm90prrw1tnc0rer75cngsdz,watching &quot;House&quot; ,"{""objects"":[],""classifications"":[{""featureId"":""ckm9l44gz00133a68g3aqnqg6"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l44gz00123a68jmsb839o"",""schemaId"":""ckm91m8fq0s4t0z9ycjmq41lx"",""title"":""Neutral"",""value"":""neutral""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752159000,1615752232000,8.983,1467837470,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l48u700143a68q8mau8x9,0
ckm9l67i200173a68zoijrx64,ckm90prum1y3o0rerh2h148g2,slept for 11 hours.. had been awake since 5.30am yesterday..  and still i was late for the exam  gotta wake up at 5 tomoro onwards ,"{""objects"":[],""classifications"":[{""featureId"":""ckm9l66la00163a68b1j0avy0"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l66la00153a68pxdjgm30"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752251000,1615752360000,31.204,1468176670,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l67i200173a68zoijrx64,0
ckm9l6a4e001a3a68hx1wocf0,ckm90pru11w0o0rerajq07kbo,Essay time.... ,"{""objects"":[],""classifications"":[{""featureId"":""ckm9l699r00193a68s1gjy49m"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l699r00183a68455golmr"",""schemaId"":""ckm91m8fq0s4t0z9ycjmq41lx"",""title"":""Neutral"",""value"":""neutral""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752254000,1615752360000,2.726,1468031217,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l6a4e001a3a68hx1wocf0,0
ckm9l6cba001d3a68jwa5ffux,ckm90prrx1tqw0rercr9t4g9p,Agh...snow!!! ,"{""objects"":[],""classifications"":[{""featureId"":""ckm9l6biv001c3a686utwwh1v"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l6biv001b3a68ft6b6s16"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752261000,1615752360000,2.177,1467842448,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l6cba001d3a68jwa5ffux,0
ckm9l6l4e001h3a681vimsfcw,ckm90pruo1y780rer91br71jj,I was woken up by my mom. now i cant get to sleep. ,"{""objects"":[],""classifications"":[{""featureId"":""ckm9l6iqh001f3a68801zc2xj"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l6k6z001g3a682bvxoeru"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752268000,1615752360128,5.829,1468189881,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l6l4e001h3a681vimsfcw,0
ckm9l6p1t001k3a68ct8rwoup,ckm90pru21w480rer1c7zgmt5,is craving for some tantan nabe  http://plurk.com/p/mzxcs,"{""objects"":[],""classifications"":[{""featureId"":""ckm9l6nw0001j3a68vu6rfltq"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l6nw0001i3a68sz9krxfu"",""schemaId"":""ckm91m8fp0s4s0z9yhtj0b2y4"",""title"":""Positive"",""value"":""positive""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752273000,1615752360167,4.502,1468034808,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l6p1t001k3a68ct8rwoup,0
ckm9l6s0z001n3a68vyxdrb8a,ckm90prry1tug0rer85m3grr1,Going to school soon... can't find anything to wear!! gosh it's so hard ,"{""objects"":[],""classifications"":[{""featureId"":""ckm9l6rde001m3a68o3z1zjyn"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l6rde001l3a68p0yazb8n"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752277000,1615752360269,3.249,1467855673,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l6s0z001n3a68vyxdrb8a,0
ckm9l6vut001q3a68spq8dotb,ckm90prup1yas0rerga1h2r1v,after 2am and i'm still sniffling and sneezing. can't sleep. morning is going to come way too early ,"{""objects"":[],""classifications"":[{""featureId"":""ckm9l6v3f001p3a68ovy52uaj"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l6v3f001o3a68e5ahqkvs"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752282000,1615752361000,4.318,1468193149,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l6vut001q3a68spq8dotb,0
ckm9l6yel001t3a68l475um35,ckm90pru31w840rerddi7eo9u,It was a sleepless night ,"{""objects"":[],""classifications"":[{""featureId"":""ckm9l6xl3001s3a68iqeh02f2"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l6xl3001r3a68vw97r007"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752285000,1615752361000,2.669,1468042132,-1,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l6yel001t3a68l475um35,0
ckm9l77uq001w3a68nerwgcp5,ckm90prrz1tyc0rerg1oe6yyo,@DjAlizay I really don't think people choose to be that way. But I think he chose not to accept my family's help   He might be dead by now,"{""objects"":[],""classifications"":[{""featureId"":""ckm9l76uj001v3a6805367vsk"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l76uj001u3a68s92r1m80"",""schemaId"":""ckm91m8fq0s4w0z9y9phnbtio"",""title"":""Very Negative"",""value"":""very_negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752298000,1615752361029,11.61,1467862213,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l77uq001w3a68nerwgcp5,0
ckm9l7bcp001z3a68xt6lvi96,ckm90pruq1yeo0rererco1a3u,Still feel feckin arseholed...a sign of old age me thinks ,"{""objects"":[],""classifications"":[{""featureId"":""ckm9l7ae7001y3a68y7lywpkk"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l7ae7001x3a68e149o7p5"",""schemaId"":""ckm91m8fq0s4u0z9y4bap6qlv"",""title"":""Negative"",""value"":""negative""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752302000,1615752361153,3.899,1468203427,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l7bcp001z3a68xt6lvi96,0
ckm9l7gnr00223a68pfqfaqwn,ckm90pru41wbo0rer6sxo110h,@SimoneKali Get me an autograph and shout out! You have to record it though. My computer is dead so I can't listen. ,"{""objects"":[],""classifications"":[{""featureId"":""ckm9l7eiy00213a68uqt7fpfi"",""schemaId"":""ckm91m8dr0s4l0z9ye42x2w19"",""title"":""Sentiment Classifier"",""value"":""sentiment_classifier"",""answer"":[{""featureId"":""ckm9l7eiy00203a6803dni99d"",""schemaId"":""ckm91m8fp0s4s0z9yhtj0b2y4"",""title"":""Positive"",""value"":""positive""}]}]}",obiekweagbu@gmail.com,Context Classsifier,1615752309000,1615752361493,6.301,1468051061,,-1,,,training_data.csv,[],https://editor.labelbox.com?project=ckm8vidc05gek0747yqs1fkmt&label=ckm9l7gnr00223a68pfqfaqwn,0
